Wall time,Step,Value
1701785281.8620338,681000,-188.63775634765625
1701785285.8340325,682000,-188.63775634765625
1701785289.764033,683000,-188.63775634765625
1701785293.537032,684000,-188.63775634765625
1701785297.3150332,685000,-188.63775634765625
1701785301.3050323,686000,-188.63775634765625
1701785309.436032,687000,-446.4170227050781
1701785312.627034,688000,-446.4170227050781
1701785315.541032,689000,-446.4170227050781
1701785318.4360325,690000,-446.4170227050781
1701785321.3650327,691000,-446.4170227050781
1701785324.1480343,692000,-446.4170227050781
1701785327.416032,693000,-446.4170227050781
1701785330.4100323,694000,-446.4170227050781
1701785333.2710326,695000,-446.4170227050781
1701785336.2440326,696000,-446.4170227050781
1701785344.2030325,697000,-457.6670227050781
1701785347.018032,698000,-457.6670227050781
1701785349.7750325,699000,-457.6670227050781
1701785352.6480331,700000,-457.6670227050781
1701785355.452033,701000,-457.6670227050781
1701785358.343033,702000,-457.6670227050781
1701785361.1060321,703000,-457.6670227050781
1701785363.8490329,704000,-457.6670227050781
1701785366.7350326,705000,-457.6670227050781
1701785369.9210343,706000,-457.6670227050781
1701785377.8710332,707000,-439.34832763671875
1701785380.7780323,708000,-439.34832763671875
1701785383.5660324,709000,-439.34832763671875
1701785386.3450322,710000,-439.34832763671875
1701785389.1410322,711000,-439.34832763671875
1701785391.873032,712000,-439.34832763671875
1701785394.6570318,713000,-439.34832763671875
1701785397.4750323,714000,-439.34832763671875
1701785400.4340322,715000,-439.34832763671875
1701785403.1850321,716000,-439.34832763671875
1701785413.712032,717000,1253.9608154296875
1701785419.1410327,718000,1253.9608154296875
1701785424.922033,719000,1253.9608154296875
1701785430.1110322,720000,1253.9608154296875
1701785435.092032,721000,1253.9608154296875
1701785440.1060538,722000,1253.9608154296875
1701785445.6110535,723000,1253.9608154296875
1701785450.7260544,724000,1253.9608154296875
1701785455.7960546,725000,1253.9608154296875
1701785461.3050542,726000,1253.9608154296875
1701785467.1190536,727000,1253.9608154296875
1701785476.8680522,728000,-6.982570171356201
1701785480.7300537,729000,-6.982570171356201
1701785484.7450523,730000,-6.982570171356201
1701785488.7010536,731000,-6.982570171356201
1701785492.4910548,732000,-6.982570171356201
1701785496.3760533,733000,-6.982570171356201
1701785500.1720543,734000,-6.982570171356201
1701785504.2950535,735000,-6.982570171356201
1701785508.1330533,736000,-6.982570171356201
1701785512.0490534,737000,-6.982570171356201
1701785520.924054,738000,-78.17633819580078
1701785524.5680537,739000,-78.17633819580078
1701785528.2540534,740000,-78.17633819580078
1701785531.7860537,741000,-78.17633819580078
1701785535.314053,742000,-78.17633819580078
1701785538.8650534,743000,-78.17633819580078
1701785542.5400536,744000,-78.17633819580078
1701785546.161054,745000,-78.17633819580078
1701785549.799054,746000,-78.17633819580078
1701785553.4050536,747000,-78.17633819580078
1701785561.6100554,748000,-249.294677734375
1701785564.6440535,749000,-249.294677734375
1701785567.7990527,750000,-249.294677734375
1701785570.7180526,751000,-249.294677734375
1701785573.824054,752000,-249.294677734375
1701785576.7850535,753000,-249.294677734375
1701785579.7370536,754000,-249.294677734375
1701785582.8390539,755000,-249.294677734375
1701785585.973053,756000,-249.294677734375
1701785589.1890538,757000,-249.294677734375
1701785597.6649456,758000,-379.4648132324219
1701785600.7143188,759000,-379.4648132324219
1701785603.666319,760000,-379.4648132324219
1701785606.3853197,761000,-379.4648132324219
1701785609.2283196,762000,-379.4648132324219
1701785612.0523198,763000,-379.4648132324219
1701785614.8523228,764000,-379.4648132324219
1701785617.76832,765000,-379.4648132324219
1701785620.5153196,766000,-379.4648132324219
1701785623.4133196,767000,-379.4648132324219
1701785626.1623228,768000,-379.4648132324219
1701785634.134318,769000,-403.8350524902344
1701785637.21132,770000,-403.8350524902344
1701785639.9513195,771000,-403.8350524902344
1701785642.7443197,772000,-403.8350524902344
1701785645.3703198,773000,-403.8350524902344
1701785648.065322,774000,-403.8350524902344
1701785650.8503225,775000,-403.8350524902344
1701785653.4833193,776000,-403.8350524902344
1701785656.2713199,777000,-403.8350524902344
1701785667.0433178,779000,-399.7093505859375
1701785669.7063198,780000,-399.7093505859375
1701785672.5733197,781000,-399.7093505859375
1701785675.3513222,782000,-399.7093505859375
1701785678.1203456,783000,-399.7093505859375
1701785680.8763483,784000,-399.7093505859375
1701785683.558201,785000,-399.7093505859375
1701785686.3092022,786000,-399.7093505859375
1701785689.0571997,787000,-399.7093505859375
1701785691.7282035,788000,-399.7093505859375
1701785700.0042014,789000,-224.35118103027344
1701785703.5102005,790000,-224.35118103027344
1701785706.853201,791000,-224.35118103027344
1701785710.298204,792000,-224.35118103027344
1701785713.6462007,793000,-224.35118103027344
1701785716.9922013,794000,-224.35118103027344
1701785720.221203,795000,-224.35118103027344
1701785723.4752102,796000,-224.35118103027344
1701785726.72121,797000,-224.35118103027344
1701785730.097209,798000,-224.35118103027344
1701785738.4132097,799000,-315.8387451171875
1701785741.6242092,800000,-315.8387451171875
1701785745.1962125,801000,-315.8387451171875
1701785748.2972114,802000,-315.8387451171875
1701785751.4952111,803000,-315.8387451171875
1701785754.934209,804000,-315.8387451171875
1701785758.2162085,805000,-315.8387451171875
1701785761.3652103,806000,-315.8387451171875
1701785764.57821,807000,-315.8387451171875
1701785768.1042106,808000,-315.8387451171875
1701785778.9812112,809000,444.69757080078125
1701785783.6242085,810000,444.69757080078125
1701785788.4722092,811000,444.69757080078125
1701785793.1602101,812000,444.69757080078125
1701785798.112209,813000,444.69757080078125
1701785802.762211,814000,444.69757080078125
1701785807.91321,815000,444.69757080078125
1701785812.9412127,816000,444.69757080078125
1701785817.8552103,817000,444.69757080078125
1701785822.8972132,818000,444.69757080078125
1701785827.8692124,819000,444.69757080078125
1701785836.142213,820000,-47.44869613647461
1701785839.376213,821000,-47.44869613647461
1701785842.7692094,822000,-47.44869613647461
1701785846.0852106,823000,-47.44869613647461
1701785849.2692106,824000,-47.44869613647461
1701785852.7272103,825000,-47.44869613647461
1701785856.1442122,826000,-47.44869613647461
1701785859.626212,827000,-47.44869613647461
1701785862.9142134,828000,-47.44869613647461
1701785866.4052126,829000,-47.44869613647461
1701785874.8172128,830000,-102.14403533935547
1701785878.1282122,831000,-102.14403533935547
1701785881.5832093,832000,-102.14403533935547
1701785884.9382133,833000,-102.14403533935547
1701785888.377212,834000,-102.14403533935547
1701785892.114211,835000,-102.14403533935547
1701785895.741213,836000,-102.14403533935547
1701785899.1382103,837000,-102.14403533935547
1701785902.467213,838000,-102.14403533935547
1701785905.9972115,839000,-102.14403533935547
1701785914.2382092,840000,-236.6075897216797
1701785917.5342128,841000,-236.6075897216797
1701785920.714209,842000,-236.6075897216797
1701785923.8582103,843000,-236.6075897216797
1701785927.1242094,844000,-236.6075897216797
1701785930.372209,845000,-236.6075897216797
1701785933.8232093,846000,-236.6075897216797
1701785936.9712133,847000,-236.6075897216797
1701785940.4092102,848000,-236.6075897216797
1701785943.61521,849000,-236.6075897216797
1701785951.9352088,850000,-251.92578125
1701785955.077209,851000,-251.92578125
1701785958.1522112,852000,-251.92578125
1701785961.16421,853000,-251.92578125
1701785964.4472084,854000,-251.92578125
1701785967.4432092,855000,-251.92578125
1701785970.6773133,856000,-251.92578125
1701785973.6257505,857000,-251.92578125
1701785976.7637506,858000,-251.92578125
1701785979.796751,859000,-251.92578125
1701785983.1847506,860000,-251.92578125
1701785992.3848338,861000,-197.83575439453125
1701785995.8988311,862000,-197.83575439453125
1701785999.2378318,863000,-197.83575439453125
1701786002.3778322,864000,-197.83575439453125
1701786008.883617,866000,-197.83575439453125
1701786012.1146147,867000,-197.83575439453125
1701786015.1956136,868000,-197.83575439453125
1701786018.408615,869000,-197.83575439453125
1701786021.7896144,870000,-197.83575439453125
1701786029.8766134,871000,-230.79173278808594
1701786033.0876145,872000,-230.79173278808594
1701786036.129614,873000,-230.79173278808594
1701786039.162613,874000,-230.79173278808594
1701786042.140615,875000,-230.79173278808594
1701786045.2366133,876000,-230.79173278808594
1701786048.3656125,877000,-230.79173278808594
1701786051.4466145,878000,-230.79173278808594
1701786054.7296164,879000,-230.79173278808594
1701786058.0256126,880000,-230.79173278808594
1701786066.6896126,881000,19.5810604095459
1701786070.3796139,882000,19.5810604095459
1701786073.782614,883000,19.5810604095459
1701786077.4406157,884000,19.5810604095459
1701786080.9276166,885000,19.5810604095459
1701786084.511613,886000,19.5810604095459
1701786087.9466145,887000,19.5810604095459
1701786091.3666139,888000,19.5810604095459
1701786094.8136141,889000,19.5810604095459
1701786098.2656133,890000,19.5810604095459
1701786106.5286143,891000,-148.71458435058594
1701786109.7766151,892000,-148.71458435058594
1701786113.2006156,893000,-148.71458435058594
1701786116.725617,894000,-148.71458435058594
1701786120.196617,895000,-148.71458435058594
1701786123.645613,896000,-148.71458435058594
1701786127.0136144,897000,-148.71458435058594
1701786130.3046153,898000,-148.71458435058594
1701786133.9466136,899000,-148.71458435058594
1701786137.2926145,900000,-148.71458435058594
1701786140.8106143,901000,-148.71458435058594
1701786149.5396173,902000,-105.14783477783203
1701786152.900617,903000,-105.14783477783203
1701786156.380615,904000,-105.14783477783203
1701786159.950614,905000,-105.14783477783203
1701786163.5526161,906000,-105.14783477783203
1701786167.076614,907000,-105.14783477783203
1701786170.651613,908000,-105.14783477783203
1701786174.507616,909000,-105.14783477783203
1701786178.2653174,910000,-105.14783477783203
1701786181.855668,911000,-105.14783477783203
1701786190.9376678,912000,140.6715545654297
1701786195.1396668,913000,140.6715545654297
1701786199.0516684,914000,140.6715545654297
1701786203.1256695,915000,140.6715545654297
1701786207.573668,916000,140.6715545654297
1701786211.6196678,917000,140.6715545654297
1701786215.6456678,918000,140.6715545654297
1701786219.5396664,919000,140.6715545654297
1701786223.467843,920000,140.6715545654297
1701786227.4068446,921000,140.6715545654297
1701786236.5358434,922000,90.80431365966797
1701786240.5488443,923000,90.80431365966797
1701786244.579843,924000,90.80431365966797
1701786248.5592182,925000,90.80431365966797
1701786252.6342173,926000,90.80431365966797
1701786256.5792172,927000,90.80431365966797
1701786260.443218,928000,90.80431365966797
1701786264.6602213,929000,90.80431365966797
1701786268.8692174,930000,90.80431365966797
1701786272.8771744,931000,90.80431365966797
1701786282.966175,932000,1597.791015625
1701786287.991173,933000,1597.791015625
1701786293.1911728,934000,1597.791015625
1701786298.164176,935000,1597.791015625
1701786303.2551734,936000,1597.791015625
1701786308.3901997,937000,1597.791015625
1701786313.6462018,938000,1597.791015625
1701786319.1852033,939000,1597.791015625
1701786324.6153016,940000,1597.791015625
1701786329.943343,941000,1597.791015625
1701786335.5423443,942000,1597.791015625
1701786346.5403466,943000,1590.3516845703125
1701786352.246347,944000,1590.3516845703125
1701786357.395467,945000,1590.3516845703125
1701786362.703029,946000,1590.3516845703125
1701786367.6930199,947000,1590.3516845703125
1701786372.8880107,948000,1590.3516845703125
1701786377.9350076,949000,1590.3516845703125
1701786383.0389054,950000,1590.3516845703125
1701786388.2350492,951000,1590.3516845703125
1701786393.8892527,952000,1590.3516845703125
1701786404.5694153,953000,1605.724365234375
1701786409.8544161,954000,1605.724365234375
1701786415.4164176,955000,1605.724365234375
1701786420.7254162,956000,1605.724365234375
1701786426.0834157,957000,1605.724365234375
1701786431.3414161,958000,1605.724365234375
1701786436.9114187,959000,1605.724365234375
1701786442.2624142,960000,1605.724365234375
1701786447.3824167,961000,1605.724365234375
1701786452.6734142,962000,1605.724365234375
1701786462.0074148,963000,370.4461975097656
1701786466.7194157,964000,370.4461975097656
1701786471.6056907,965000,370.4461975097656
1701786476.0966907,966000,370.4461975097656
1701786480.8076918,967000,370.4461975097656
1701786485.7146912,968000,370.4461975097656
1701786490.1226907,969000,370.4461975097656
1701786494.6856906,970000,370.4461975097656
1701786499.1896908,971000,370.4461975097656
1701786503.8076909,972000,370.4461975097656
1701786513.3126903,973000,90.37147521972656
1701786517.2816908,974000,90.37147521972656
1701786521.5696907,975000,90.37147521972656
1701786525.7336903,976000,90.37147521972656
1701786529.7576904,977000,90.37147521972656
1701786533.7786913,978000,90.37147521972656
1701786537.625691,979000,90.37147521972656
1701786541.5936906,980000,90.37147521972656
1701786545.6296906,981000,90.37147521972656
1701786549.55469,982000,90.37147521972656
1701786553.3506908,983000,90.37147521972656
1701786561.9386892,984000,-104.79702758789062
1701786565.4356904,985000,-104.79702758789062
1701786568.8846912,986000,-104.79702758789062
1701786572.3822525,987000,-104.79702758789062
1701786576.0857482,988000,-104.79702758789062
1701786579.555749,989000,-104.79702758789062
1701786582.9657483,990000,-104.79702758789062
1701786586.4297478,991000,-104.79702758789062
1701786589.872747,992000,-104.79702758789062
1701786593.2727482,993000,-104.79702758789062
1701786602.0507486,994000,124.01946258544922
1701786606.006748,995000,124.01946258544922
1701786610.113748,996000,124.01946258544922
1701786614.1267483,997000,124.01946258544922
1701786618.582748,998000,124.01946258544922
1701786623.1727488,999000,124.01946258544922
1701786627.229748,1000000,124.01946258544922
1701786631.3347478,1001000,124.01946258544922
1701786635.3117466,1002000,124.01946258544922
1701786639.374748,1003000,124.01946258544922
